InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
10315-7,SKU086,Synthetic retail product,2,2024-06-01,11.69,10315,United Kingdom
10315-7,SKU047,Synthetic retail product,4,2024-06-01,4.94,10315,United Kingdom
10315-7,SKU064,Synthetic retail product,7,2024-06-01,1.14,10315,United Kingdom
10315-8,SKU063,Synthetic retail product,6,2024-04-29,6.97,10315,United Kingdom
10316-0,SKU006,Synthetic retail product,1,2024-03-22,7.91,10316,United Kingdom
10316-0,SKU090,Synthetic retail product,1,2024-03-22,6.29,10316,United Kingdom
10316-1,SKU066,Synthetic retail product,5,2024-06-28,6.18,10316,United Kingdom
10316-1,SKU029,Synthetic retail product,6,2024-06-28,3.86,10316,United Kingdom
10316-1,SKU036,Synthetic retail product,3,2024-06-28,9.97,10316,United Kingdom
10316-2,SKU035,Synthetic retail product,6,2024-10-03,13.42,10316,United Kingdom
10316-2,SKU004,Synthetic retail product,2,2024-10-03,9.92,10316,United Kingdom
10316-2,SKU006,Synthetic retail product,6,2024-10-03,33.79,10316,United Kingdom
10316-3,SKU080,Synthetic retail product,6,2024-02-25,3.01,10316,United Kingdom
10316-3,SKU085,Synthetic retail product,4,2024-02-25,25.78,10316,United Kingdom
10316-3,SKU063,Synthetic retail product,7,2024-02-25,5.09,10316,United Kingdom
10316-4,SKU052,Synthetic retail product,1,2024-09-12,3.54,10316,United Kingdom
10316-4,SKU096,Synthetic retail product,4,2024-09-12,33.41,10316,United Kingdom
10316-4,SKU024,Synthetic retail product,7,2024-09-12,10.97,10316,United Kingdom
10316-5,SKU003,Synthetic retail product,7,2024-02-07,3.05,10316,United Kingdom
10316-5,SKU018,Synthetic retail product,6,2024-02-07,8.74,10316,United Kingdom
10316-5,SKU037,Synthetic retail product,4,2024-02-07,6.71,10316,United Kingdom
10316-6,SKU040,Synthetic retail product,6,2024-12-26,5.71,10316,United Kingdom
10316-6,SKU052,Synthetic retail product,7,2024-12-26,2.5,10316,United Kingdom
10316-7,SKU089,Synthetic retail product,2,2024-06-20,3.34,10316,United Kingdom
10316-7,SKU031,Synthetic retail product,4,2024-06-20,6.74,10316,United Kingdom
10316-7,SKU001,Synthetic retail product,6,2024-06-20,2.01,10316,United Kingdom
10316-8,SKU059,Synthetic retail product,2,2024-04-09,8.51,10316,United Kingdom
10316-8,SKU013,Synthetic retail product,5,2024-04-09,6.34,10316,United Kingdom
10316-8,SKU036,Synthetic retail product,5,2024-04-09,11.54,10316,United Kingdom
10316-9,SKU057,Synthetic retail product,1,2024-06-06,10.56,10316,United Kingdom
10316-9,SKU041,Synthetic retail product,7,2024-06-06,6.64,10316,United Kingdom
10316-10,SKU090,Synthetic retail product,1,2024-11-10,5.88,10316,United Kingdom
10316-10,SKU080,Synthetic retail product,2,2024-11-10,9.46,10316,United Kingdom
10317-0,SKU053,Synthetic retail product,5,2024-07-10,10.9,10317,United Kingdom
10317-0,SKU021,Synthetic retail product,1,2024-07-10,2.7,10317,United Kingdom
10317-1,SKU027,Synthetic retail product,2,2024-01-20,13.61,10317,United Kingdom
10317-2,SKU065,Synthetic retail product,6,2024-08-25,5.26,10317,United Kingdom
10317-2,SKU066,Synthetic retail product,1,2024-08-25,7.55,10317,United Kingdom
10317-2,SKU072,Synthetic retail product,6,2024-08-25,24.56,10317,United Kingdom
10317-3,SKU080,Synthetic retail product,5,2024-10-14,19.45,10317,United Kingdom
10317-3,SKU040,Synthetic retail product,2,2024-10-14,6.33,10317,United Kingdom
10317-3,SKU039,Synthetic retail product,1,2024-10-14,4.32,10317,United Kingdom
10317-4,SKU091,Synthetic retail product,1,2024-06-07,15.9,10317,United Kingdom
10317-4,SKU065,Synthetic retail product,4,2024-06-07,20.68,10317,United Kingdom
10317-5,SKU028,Synthetic retail product,6,2024-04-20,2.94,10317,United Kingdom
10317-5,SKU030,Synthetic retail product,6,2024-04-20,5.45,10317,United Kingdom
10317-5,SKU012,Synthetic retail product,4,2024-04-20,9.46,10317,United Kingdom
10317-6,SKU070,Synthetic retail product,4,2024-05-26,3.34,10317,United Kingdom
10317-7,SKU017,Synthetic retail product,4,2024-09-17,19.67,10317,United Kingdom
10317-7,SKU023,Synthetic retail product,6,2024-09-17,1.47,10317,United Kingdom
10317-7,SKU071,Synthetic retail product,3,2024-09-17,11.05,10317,United Kingdom
10317-8,SKU084,Synthetic retail product,1,2024-07-10,3.99,10317,United Kingdom
10317-8,SKU091,Synthetic retail product,2,2024-07-10,10.98,10317,United Kingdom
10317-8,SKU056,Synthetic retail product,4,2024-07-10,5.41,10317,United Kingdom
10317-9,SKU099,Synthetic retail product,3,2024-12-17,7.51,10317,United Kingdom
10317-9,SKU094,Synthetic retail product,7,2024-12-17,2.95,10317,United Kingdom
10317-9,SKU061,Synthetic retail product,6,2024-12-17,38.24,10317,United Kingdom
10318-0,SKU021,Synthetic retail product,6,2024-02-11,25.79,10318,United Kingdom
10318-0,SKU043,Synthetic retail product,3,2024-02-11,12.89,10318,United Kingdom
10318-0,SKU091,Synthetic retail product,5,2024-02-11,5.86,10318,United Kingdom
10318-1,SKU039,Synthetic retail product,3,2024-06-01,13.08,10318,United Kingdom
10318-1,SKU048,Synthetic retail product,6,2024-06-01,14.56,10318,United Kingdom
10318-1,SKU009,Synthetic retail product,7,2024-06-01,7.1,10318,United Kingdom
10318-2,SKU100,Synthetic retail product,5,2024-02-16,17.8,10318,United Kingdom
10318-2,SKU020,Synthetic retail product,3,2024-02-16,9.79,10318,United Kingdom
10318-2,SKU064,Synthetic retail product,6,2024-02-16,8.01,10318,United Kingdom
10318-3,SKU008,Synthetic retail product,2,2024-02-03,10.39,10318,United Kingdom
10318-3,SKU053,Synthetic retail product,6,2024-02-03,4.54,10318,United Kingdom
10318-4,SKU015,Synthetic retail product,7,2024-10-10,7.12,10318,United Kingdom
10318-4,SKU034,Synthetic retail product,7,2024-10-10,28.14,10318,United Kingdom
10318-5,SKU079,Synthetic retail product,4,2024-04-14,3.86,10318,United Kingdom
10318-5,SKU035,Synthetic retail product,7,2024-04-14,12.94,10318,United Kingdom
10318-5,SKU068,Synthetic retail product,2,2024-04-14,3.7,10318,United Kingdom
10318-6,SKU098,Synthetic retail product,2,2024-04-19,11.5,10318,United Kingdom
10318-6,SKU033,Synthetic retail product,5,2024-04-19,8.7,10318,United Kingdom
10318-6,SKU068,Synthetic retail product,2,2024-04-19,7.01,10318,United Kingdom
10318-7,SKU049,Synthetic retail product,6,2024-03-24,5.9,10318,United Kingdom
10318-8,SKU071,Synthetic retail product,2,2024-07-05,4.45,10318,United Kingdom
10318-8,SKU092,Synthetic retail product,3,2024-07-05,16.51,10318,United Kingdom
10318-9,SKU041,Synthetic retail product,2,2024-09-22,5.45,10318,United Kingdom
10318-10,SKU019,Synthetic retail product,3,2024-08-10,21.62,10318,United Kingdom
10318-11,SKU034,Synthetic retail product,3,2024-07-31,16.02,10318,United Kingdom
10318-11,SKU084,Synthetic retail product,6,2024-07-31,3.34,10318,United Kingdom
10318-12,SKU057,Synthetic retail product,6,2024-07-11,4.84,10318,United Kingdom
10319-0,SKU051,Synthetic retail product,5,2024-11-18,8.95,10319,United Kingdom
10319-0,SKU040,Synthetic retail product,7,2024-11-18,5.5,10319,United Kingdom
10319-1,SKU006,Synthetic retail product,3,2024-01-09,8.68,10319,United Kingdom
10319-1,SKU017,Synthetic retail product,6,2024-01-09,5.94,10319,United Kingdom
10319-2,SKU064,Synthetic retail product,7,2024-10-22,4.18,10319,United Kingdom
10319-2,SKU057,Synthetic retail product,5,2024-10-22,7.58,10319,United Kingdom
10319-2,SKU013,Synthetic retail product,4,2024-10-22,11.03,10319,United Kingdom
10320-0,SKU022,Synthetic retail product,3,2024-01-02,16.24,10320,United Kingdom
10320-0,SKU030,Synthetic retail product,2,2024-01-02,2.74,10320,United Kingdom
10320-1,SKU041,Synthetic retail product,7,2024-07-04,4.63,10320,United Kingdom
10320-1,SKU046,Synthetic retail product,7,2024-07-04,15.64,10320,United Kingdom
10320-1,SKU097,Synthetic retail product,3,2024-07-04,4.74,10320,United Kingdom
10320-2,SKU027,Synthetic retail product,3,2024-11-03,11.7,10320,United Kingdom
10320-2,SKU060,Synthetic retail product,5,2024-11-03,22.07,10320,United Kingdom
10320-3,SKU020,Synthetic retail product,5,2024-03-14,11.21,10320,United Kingdom
10320-4,SKU085,Synthetic retail product,7,2024-04-05,5.85,10320,United Kingdom
10320-4,SKU074,Synthetic retail product,3,2024-04-05,2.47,10320,United Kingdom
10320-5,SKU039,Synthetic retail product,5,2024-10-26,17.24,10320,United Kingdom
10320-5,SKU079,Synthetic retail product,7,2024-10-26,18.39,10320,United Kingdom
10320-5,SKU051,Synthetic retail product,6,2024-10-26,7.52,10320,United Kingdom
10320-6,SKU008,Synthetic retail product,3,2024-06-04,11.1,10320,United Kingdom
10320-6,SKU047,Synthetic retail product,1,2024-06-04,4.31,10320,United Kingdom
10321-0,SKU063,Synthetic retail product,3,2024-12-26,14.49,10321,United Kingdom
10321-1,SKU082,Synthetic retail product,3,2024-11-06,2.23,10321,United Kingdom
10321-1,SKU017,Synthetic retail product,5,2024-11-06,31.52,10321,United Kingdom
10321-1,SKU005,Synthetic retail product,1,2024-11-06,4.87,10321,United Kingdom
10321-2,SKU025,Synthetic retail product,3,2024-07-20,6.97,10321,United Kingdom
10321-2,SKU076,Synthetic retail product,1,2024-07-20,20.47,10321,United Kingdom
10321-3,SKU048,Synthetic retail product,5,2024-12-30,3.69,10321,United Kingdom
10321-3,SKU050,Synthetic retail product,7,2024-12-30,8.26,10321,United Kingdom
10321-3,SKU029,Synthetic retail product,7,2024-12-30,2.56,10321,United Kingdom
10321-4,SKU090,Synthetic retail product,7,2024-03-23,3.95,10321,United Kingdom
10321-4,SKU012,Synthetic retail product,6,2024-03-23,2.16,10321,United Kingdom
10321-4,SKU020,Synthetic retail product,5,2024-03-23,4.49,10321,United Kingdom
10321-5,SKU083,Synthetic retail product,7,2024-05-01,6.87,10321,United Kingdom
10321-5,SKU084,Synthetic retail product,3,2024-05-01,11.37,10321,United Kingdom
10321-6,SKU016,Synthetic retail product,2,2024-12-27,9.8,10321,United Kingdom
10321-7,SKU001,Synthetic retail product,7,2024-08-15,14.76,10321,United Kingdom
10321-7,SKU073,Synthetic retail product,5,2024-08-15,10.39,10321,United Kingdom
10321-7,SKU042,Synthetic retail product,5,2024-08-15,10.91,10321,United Kingdom
10322-0,SKU035,Synthetic retail product,2,2024-12-16,15.62,10322,United Kingdom
10322-1,SKU043,Synthetic retail product,7,2024-04-19,10.41,10322,United Kingdom
10322-1,SKU048,Synthetic retail product,7,2024-04-19,5.89,10322,United Kingdom
10322-1,SKU015,Synthetic retail product,4,2024-04-19,15.9,10322,United Kingdom
10322-2,SKU076,Synthetic retail product,5,2024-01-25,22.98,10322,United Kingdom
10322-3,SKU038,Synthetic retail product,2,2024-01-05,11.19,10322,United Kingdom
10322-3,SKU051,Synthetic retail product,7,2024-01-05,4.79,10322,United Kingdom
10322-3,SKU065,Synthetic retail product,4,2024-01-05,7.96,10322,United Kingdom
10322-4,SKU035,Synthetic retail product,6,2024-01-10,5.55,10322,United Kingdom
10322-4,SKU037,Synthetic retail product,6,2024-01-10,9.98,10322,United Kingdom
10322-4,SKU005,Synthetic retail product,7,2024-01-10,5.81,10322,United Kingdom
10323-0,SKU036,Synthetic retail product,1,2024-06-05,8.48,10323,United Kingdom
10323-0,SKU064,Synthetic retail product,3,2024-06-05,11.87,10323,United Kingdom
10323-1,SKU046,Synthetic retail product,6,2024-02-25,8.11,10323,United Kingdom
10323-2,SKU085,Synthetic retail product,2,2024-12-16,4.87,10323,United Kingdom
10323-2,SKU098,Synthetic retail product,6,2024-12-16,16.51,10323,United Kingdom
10323-3,SKU069,Synthetic retail product,2,2024-02-10,5.95,10323,United Kingdom
10323-3,SKU050,Synthetic retail product,6,2024-02-10,10.45,10323,United Kingdom
10323-4,SKU093,Synthetic retail product,6,2024-10-28,11.91,10323,United Kingdom
10323-4,SKU032,Synthetic retail product,5,2024-10-28,27.77,10323,United Kingdom
10323-4,SKU011,Synthetic retail product,4,2024-10-28,4.01,10323,United Kingdom
10323-5,SKU054,Synthetic retail product,7,2024-10-14,26.74,10323,United Kingdom
10323-5,SKU089,Synthetic retail product,7,2024-10-14,19.25,10323,United Kingdom
10323-5,SKU001,Synthetic retail product,4,2024-10-14,11.73,10323,United Kingdom
10323-6,SKU022,Synthetic retail product,2,2024-04-07,13.18,10323,United Kingdom
10323-6,SKU097,Synthetic retail product,4,2024-04-07,13.14,10323,United Kingdom
10323-7,SKU025,Synthetic retail product,6,2024-01-18,6.66,10323,United Kingdom
10324-0,SKU029,Synthetic retail product,7,2024-09-10,17.22,10324,United Kingdom
10324-0,SKU048,Synthetic retail product,7,2024-09-10,6.26,10324,United Kingdom
10324-0,SKU025,Synthetic retail product,1,2024-09-10,5.49,10324,United Kingdom
10325-0,SKU009,Synthetic retail product,4,2024-11-17,6.98,10325,United Kingdom
10325-0,SKU061,Synthetic retail product,7,2024-11-17,6.52,10325,United Kingdom
10325-1,SKU009,Synthetic retail product,5,2024-11-22,8.77,10325,United Kingdom
10325-1,SKU061,Synthetic retail product,7,2024-11-22,13.37,10325,United Kingdom
10325-1,SKU094,Synthetic retail product,5,2024-11-22,10.94,10325,United Kingdom
10326-0,SKU049,Synthetic retail product,6,2024-06-14,9.32,10326,United Kingdom
10326-0,SKU077,Synthetic retail product,2,2024-06-14,6.25,10326,United Kingdom
10326-1,SKU013,Synthetic retail product,3,2024-03-05,4.51,10326,United Kingdom
10326-1,SKU026,Synthetic retail product,6,2024-03-05,2.8,10326,United Kingdom
10326-1,SKU090,Synthetic retail product,4,2024-03-05,13.67,10326,United Kingdom
10326-2,SKU055,Synthetic retail product,3,2024-04-26,4.88,10326,United Kingdom
10326-2,SKU062,Synthetic retail product,4,2024-04-26,121.3,10326,United Kingdom
10326-3,SKU037,Synthetic retail product,6,2024-12-13,11.49,10326,United Kingdom
10326-3,SKU058,Synthetic retail product,6,2024-12-13,15.59,10326,United Kingdom
10326-3,SKU079,Synthetic retail product,7,2024-12-13,3.72,10326,United Kingdom
10326-4,SKU061,Synthetic retail product,4,2024-03-20,7.87,10326,United Kingdom
10326-5,SKU052,Synthetic retail product,4,2024-09-08,3.93,10326,United Kingdom
10326-5,SKU038,Synthetic retail product,2,2024-09-08,5.46,10326,United Kingdom
10327-0,SKU047,Synthetic retail product,5,2024-09-15,4.04,10327,United Kingdom
10327-0,SKU044,Synthetic retail product,5,2024-09-15,12.55,10327,United Kingdom
10328-0,SKU040,Synthetic retail product,6,2024-04-24,4.32,10328,United Kingdom
10328-0,SKU098,Synthetic retail product,2,2024-04-24,8.75,10328,United Kingdom
10328-0,SKU080,Synthetic retail product,2,2024-04-24,9.9,10328,United Kingdom
10328-1,SKU060,Synthetic retail product,4,2024-06-26,6.17,10328,United Kingdom
10328-1,SKU080,Synthetic retail product,5,2024-06-26,2.97,10328,United Kingdom
10328-2,SKU026,Synthetic retail product,7,2024-02-29,3.46,10328,United Kingdom
10328-2,SKU039,Synthetic retail product,4,2024-02-29,16.33,10328,United Kingdom
10328-2,SKU011,Synthetic retail product,3,2024-02-29,6.72,10328,United Kingdom
10328-3,SKU028,Synthetic retail product,4,2024-06-15,2.43,10328,United Kingdom
10328-3,SKU072,Synthetic retail product,7,2024-06-15,6.48,10328,United Kingdom
10328-3,SKU082,Synthetic retail product,1,2024-06-15,9.16,10328,United Kingdom
10328-4,SKU086,Synthetic retail product,3,2024-08-09,7.52,10328,United Kingdom
10328-5,SKU099,Synthetic retail product,6,2024-12-01,8.98,10328,United Kingdom
10328-5,SKU082,Synthetic retail product,5,2024-12-01,28.75,10328,United Kingdom
10328-6,SKU045,Synthetic retail product,5,2024-08-31,4.12,10328,United Kingdom
10328-6,SKU075,Synthetic retail product,7,2024-08-31,8.31,10328,United Kingdom
10328-7,SKU020,Synthetic retail product,7,2024-09-24,6.49,10328,United Kingdom
10328-7,SKU035,Synthetic retail product,4,2024-09-24,11.45,10328,United Kingdom
10328-7,SKU075,Synthetic retail product,1,2024-09-24,5.43,10328,United Kingdom
10328-8,SKU060,Synthetic retail product,5,2024-10-31,8.4,10328,United Kingdom
10328-9,SKU089,Synthetic retail product,3,2024-02-21,7.79,10328,United Kingdom
10328-9,SKU065,Synthetic retail product,7,2024-02-21,3.48,10328,United Kingdom
10328-9,SKU100,Synthetic retail product,6,2024-02-21,5.08,10328,United Kingdom
10329-0,SKU038,Synthetic retail product,2,2024-08-22,3.4,10329,United Kingdom
10329-0,SKU031,Synthetic retail product,2,2024-08-22,8.7,10329,United Kingdom
10329-1,SKU081,Synthetic retail product,4,2024-05-17,6.68,10329,United Kingdom
10329-2,SKU076,Synthetic retail product,6,2024-07-03,26.5,10329,United Kingdom
10329-2,SKU035,Synthetic retail product,1,2024-07-03,7.47,10329,United Kingdom
10329-3,SKU010,Synthetic retail product,1,2024-07-25,8.98,10329,United Kingdom
10329-3,SKU044,Synthetic retail product,2,2024-07-25,15.01,10329,United Kingdom
10329-3,SKU040,Synthetic retail product,2,2024-07-25,7.93,10329,United Kingdom
10329-4,SKU050,Synthetic retail product,2,2024-10-11,2.39,10329,United Kingdom
10329-5,SKU091,Synthetic retail product,3,2024-12-11,9.84,10329,United Kingdom
10329-5,SKU020,Synthetic retail product,3,2024-12-11,11.84,10329,United Kingdom
10329-5,SKU073,Synthetic retail product,2,2024-12-11,12.42,10329,United Kingdom
10329-6,SKU009,Synthetic retail product,1,2024-01-18,5.07,10329,United Kingdom
10329-7,SKU099,Synthetic retail product,4,2024-03-06,8.15,10329,United Kingdom
10329-8,SKU068,Synthetic retail product,4,2024-08-21,5.54,10329,United Kingdom
10329-8,SKU060,Synthetic retail product,4,2024-08-21,4.0,10329,United Kingdom
10329-8,SKU044,Synthetic retail product,2,2024-08-21,11.48,10329,United Kingdom
10329-9,SKU051,Synthetic retail product,2,2024-04-16,5.31,10329,United Kingdom
10330-0,SKU093,Synthetic retail product,5,2024-08-31,3.17,10330,United Kingdom
10330-0,SKU026,Synthetic retail product,5,2024-08-31,8.55,10330,United Kingdom
10330-0,SKU037,Synthetic retail product,3,2024-08-31,5.75,10330,United Kingdom
10330-1,SKU041,Synthetic retail product,3,2024-10-20,2.35,10330,United Kingdom
10330-1,SKU082,Synthetic retail product,7,2024-10-20,3.72,10330,United Kingdom
10330-1,SKU052,Synthetic retail product,7,2024-10-20,5.39,10330,United Kingdom
10330-2,SKU018,Synthetic retail product,3,2024-01-28,1.54,10330,United Kingdom
10330-2,SKU026,Synthetic retail product,3,2024-01-28,7.7,10330,United Kingdom
10330-3,SKU046,Synthetic retail product,5,2024-11-27,5.55,10330,United Kingdom
10330-4,SKU090,Synthetic retail product,4,2024-12-14,7.74,10330,United Kingdom
10330-4,SKU007,Synthetic retail product,4,2024-12-14,40.75,10330,United Kingdom
10330-4,SKU006,Synthetic retail product,1,2024-12-14,16.56,10330,United Kingdom
10330-5,SKU022,Synthetic retail product,7,2024-11-29,22.66,10330,United Kingdom
10330-5,SKU028,Synthetic retail product,5,2024-11-29,8.97,10330,United Kingdom
10330-5,SKU033,Synthetic retail product,5,2024-11-29,2.5,10330,United Kingdom
10330-6,SKU091,Synthetic retail product,2,2024-08-27,2.84,10330,United Kingdom
10330-6,SKU048,Synthetic retail product,7,2024-08-27,3.96,10330,United Kingdom
10330-6,SKU052,Synthetic retail product,3,2024-08-27,8.94,10330,United Kingdom
10330-7,SKU016,Synthetic retail product,3,2024-08-16,14.65,10330,United Kingdom
10330-8,SKU051,Synthetic retail product,3,2024-04-26,3.75,10330,United Kingdom
10330-8,SKU054,Synthetic retail product,7,2024-04-26,16.66,10330,United Kingdom
10330-9,SKU081,Synthetic retail product,4,2024-07-29,5.73,10330,United Kingdom
10330-9,SKU093,Synthetic retail product,5,2024-07-29,5.33,10330,United Kingdom
10330-9,SKU013,Synthetic retail product,4,2024-07-29,7.46,10330,United Kingdom
10330-10,SKU054,Synthetic retail product,5,2024-08-08,7.7,10330,United Kingdom
10330-10,SKU071,Synthetic retail product,5,2024-08-08,16.21,10330,United Kingdom
10330-11,SKU044,Synthetic retail product,7,2024-02-21,4.71,10330,United Kingdom
10331-0,SKU077,Synthetic retail product,7,2024-03-14,7.48,10331,United Kingdom
10331-0,SKU049,Synthetic retail product,4,2024-03-14,18.7,10331,United Kingdom
10331-1,SKU023,Synthetic retail product,5,2024-01-17,12.44,10331,United Kingdom
10331-1,SKU012,Synthetic retail product,3,2024-01-17,6.05,10331,United Kingdom
10331-1,SKU057,Synthetic retail product,2,2024-01-17,2.66,10331,United Kingdom
10331-2,SKU096,Synthetic retail product,5,2024-01-16,4.65,10331,United Kingdom
10331-3,SKU052,Synthetic retail product,3,2024-09-18,6.66,10331,United Kingdom
10331-4,SKU098,Synthetic retail product,7,2024-01-07,13.53,10331,United Kingdom
10331-4,SKU028,Synthetic retail product,7,2024-01-07,8.02,10331,United Kingdom
10331-5,SKU050,Synthetic retail product,7,2024-07-04,8.06,10331,United Kingdom
10331-5,SKU022,Synthetic retail product,3,2024-07-04,5.34,10331,United Kingdom
10331-6,SKU017,Synthetic retail product,6,2024-11-09,8.22,10331,United Kingdom
10331-6,SKU071,Synthetic retail product,2,2024-11-09,3.03,10331,United Kingdom
10331-6,SKU071,Synthetic retail product,5,2024-11-09,8.18,10331,United Kingdom
10331-7,SKU061,Synthetic retail product,3,2024-10-17,10.08,10331,United Kingdom
10331-8,SKU021,Synthetic retail product,3,2024-05-08,7.81,10331,United Kingdom
10331-8,SKU066,Synthetic retail product,1,2024-05-08,22.05,10331,United Kingdom
10331-9,SKU074,Synthetic retail product,2,2024-06-17,6.0,10331,United Kingdom
10331-9,SKU089,Synthetic retail product,3,2024-06-17,3.24,10331,United Kingdom
10331-10,SKU099,Synthetic retail product,5,2024-03-10,3.71,10331,United Kingdom
10331-10,SKU004,Synthetic retail product,1,2024-03-10,5.88,10331,United Kingdom
10331-11,SKU079,Synthetic retail product,4,2024-01-02,11.11,10331,United Kingdom
10332-0,SKU017,Synthetic retail product,7,2024-09-25,6.59,10332,United Kingdom
10332-1,SKU039,Synthetic retail product,3,2024-08-18,9.25,10332,United Kingdom
10332-2,SKU035,Synthetic retail product,5,2024-09-19,9.04,10332,United Kingdom
10332-2,SKU040,Synthetic retail product,5,2024-09-19,4.79,10332,United Kingdom
10332-3,SKU082,Synthetic retail product,7,2024-12-11,6.18,10332,United Kingdom
10332-4,SKU009,Synthetic retail product,5,2024-04-19,9.74,10332,United Kingdom
10332-4,SKU088,Synthetic retail product,1,2024-04-19,17.81,10332,United Kingdom
10332-4,SKU018,Synthetic retail product,1,2024-04-19,4.55,10332,United Kingdom
10332-5,SKU052,Synthetic retail product,6,2024-10-19,8.21,10332,United Kingdom
10332-6,SKU083,Synthetic retail product,5,2024-06-24,8.83,10332,United Kingdom
10332-7,SKU065,Synthetic retail product,7,2024-10-06,10.53,10332,United Kingdom
10332-7,SKU086,Synthetic retail product,7,2024-10-06,14.59,10332,United Kingdom
10332-8,SKU041,Synthetic retail product,6,2024-05-21,15.98,10332,United Kingdom
10332-9,SKU055,Synthetic retail product,4,2024-10-08,6.67,10332,United Kingdom
10333-0,SKU045,Synthetic retail product,4,2024-02-29,23.83,10333,United Kingdom
10333-0,SKU064,Synthetic retail product,1,2024-02-29,14.41,10333,United Kingdom
10333-0,SKU005,Synthetic retail product,6,2024-02-29,3.0,10333,United Kingdom
10334-0,SKU003,Synthetic retail product,1,2024-12-23,7.18,10334,United Kingdom
10334-1,SKU072,Synthetic retail product,2,2024-08-17,33.12,10334,United Kingdom
10334-1,SKU008,Synthetic retail product,1,2024-08-17,16.54,10334,United Kingdom
10334-1,SKU047,Synthetic retail product,5,2024-08-17,4.72,10334,United Kingdom
10335-0,SKU077,Synthetic retail product,6,2024-03-04,6.5,10335,United Kingdom
10335-0,SKU026,Synthetic retail product,4,2024-03-04,16.77,10335,United Kingdom
10335-1,SKU041,Synthetic retail product,4,2024-11-30,6.89,10335,United Kingdom
10335-2,SKU055,Synthetic retail product,3,2024-10-11,16.73,10335,United Kingdom
10335-3,SKU066,Synthetic retail product,7,2024-02-09,8.72,10335,United Kingdom
10335-3,SKU057,Synthetic retail product,5,2024-02-09,10.05,10335,United Kingdom
10335-3,SKU015,Synthetic retail product,1,2024-02-09,11.86,10335,United Kingdom
10336-0,SKU012,Synthetic retail product,4,2024-02-23,6.91,10336,United Kingdom
10336-1,SKU009,Synthetic retail product,6,2024-08-26,2.13,10336,United Kingdom
10336-1,SKU039,Synthetic retail product,2,2024-08-26,9.57,10336,United Kingdom
10337-0,SKU057,Synthetic retail product,4,2024-09-05,7.72,10337,United Kingdom
10337-1,SKU026,Synthetic retail product,6,2024-07-23,8.48,10337,United Kingdom
10337-1,SKU050,Synthetic retail product,7,2024-07-23,9.72,10337,United Kingdom
10337-1,SKU017,Synthetic retail product,5,2024-07-23,7.33,10337,United Kingdom
10338-0,SKU034,Synthetic retail product,3,2024-04-29,6.81,10338,United Kingdom
10338-0,SKU015,Synthetic retail product,4,2024-04-29,4.34,10338,United Kingdom
10339-0,SKU041,Synthetic retail product,4,2024-12-05,5.65,10339,United Kingdom
10339-0,SKU077,Synthetic retail product,3,2024-12-05,4.31,10339,United Kingdom
10339-0,SKU032,Synthetic retail product,7,2024-12-05,6.04,10339,United Kingdom
10340-0,SKU052,Synthetic retail product,2,2024-09-20,13.3,10340,United Kingdom
10340-0,SKU071,Synthetic retail product,5,2024-09-20,27.76,10340,United Kingdom
10340-1,SKU002,Synthetic retail product,6,2024-01-25,8.11,10340,United Kingdom
10340-1,SKU051,Synthetic retail product,5,2024-01-25,8.18,10340,United Kingdom
10340-2,SKU093,Synthetic retail product,5,2024-08-10,4.8,10340,United Kingdom
10340-2,SKU018,Synthetic retail product,3,2024-08-10,10.69,10340,United Kingdom
10340-2,SKU092,Synthetic retail product,3,2024-08-10,11.8,10340,United Kingdom
10340-3,SKU097,Synthetic retail product,1,2024-09-06,6.04,10340,United Kingdom
10340-3,SKU077,Synthetic retail product,4,2024-09-06,9.04,10340,United Kingdom
10340-3,SKU023,Synthetic retail product,6,2024-09-06,3.33,10340,United Kingdom
10340-4,SKU057,Synthetic retail product,3,2024-10-27,4.88,10340,United Kingdom
10340-4,SKU053,Synthetic retail product,4,2024-10-27,12.46,10340,United Kingdom
10340-5,SKU009,Synthetic retail product,7,2024-07-11,9.06,10340,United Kingdom
10340-5,SKU013,Synthetic retail product,7,2024-07-11,10.16,10340,United Kingdom
10341-0,SKU077,Synthetic retail product,5,2024-06-01,8.47,10341,United Kingdom
10341-0,SKU079,Synthetic retail product,3,2024-06-01,7.44,10341,United Kingdom
10341-0,SKU069,Synthetic retail product,3,2024-06-01,2.56,10341,United Kingdom
10342-0,SKU021,Synthetic retail product,3,2024-06-16,3.59,10342,United Kingdom
10342-0,SKU073,Synthetic retail product,2,2024-06-16,6.3,10342,United Kingdom
10342-1,SKU005,Synthetic retail product,1,2024-07-04,3.52,10342,United Kingdom
10342-2,SKU018,Synthetic retail product,7,2024-02-22,7.43,10342,United Kingdom
10342-2,SKU028,Synthetic retail product,3,2024-02-22,13.64,10342,United Kingdom
10342-3,SKU095,Synthetic retail product,5,2024-09-25,9.81,10342,United Kingdom
10342-3,SKU067,Synthetic retail product,7,2024-09-25,14.07,10342,United Kingdom
10342-4,SKU096,Synthetic retail product,5,2024-08-27,6.68,10342,United Kingdom
10342-4,SKU096,Synthetic retail product,5,2024-08-27,3.65,10342,United Kingdom
10342-4,SKU063,Synthetic retail product,3,2024-08-27,9.19,10342,United Kingdom
10342-5,SKU094,Synthetic retail product,5,2024-07-18,15.29,10342,United Kingdom
